daisies;Noun. Boots. Rhyming slang on daisy roots.
daisy chain;Noun. A sexual act involving 3 or more people, during which each person simultaneously has sex with the person beside them in the group, thus forming a chain.
damage ;"Noun. The cost, expense. E.g.""What's the damage for the meal? Without the drinks!"""
dancers;Noun. Stairs. Also, but less commonly, jolly dancers and molly dancers. [North-west use]
dander;"Noun. A walk, a wander. E.g.""Let's go for a dander up the river and get some fresh air."" [Northern Irish use]"
dangleberries ;Noun. Faecal remnants adherring to anal hairs.
dangly-bits;Noun. The male genitals.
dannies;Noun. Hands. [South Yorkshire use]
Danny (La Rue);Noun. A clue, an idea. Rhyming slang. Danny La Rue, British stage and TV drag artist and entertainer.
daps;Noun. Plimsolls, trainers (footwear). [Welsh use]
dark;Adj. Excellent. [Orig. U.S. 1990s]
darkie;Noun. A black person. Also as darky. Derog/offens.
darn;"Adj./Adv. Extremely, very much, used an intensifier. A euphemism for damn. E.g.""That darn fool needs reminding of who pays his wages."" [Orig. U.S.]"
David Gower;Noun. A shower. Rhyming slang. David Gower, England cricketer in the 1980s. [1980s]
Deacon;Noun. An imbecile, idiot. Derived from the name Joey Deacon, see 'Joey'. Derog.
dead ;"Adv. Very, extremely. E.g.""Our holiday was dead good."""
dead cert ;"Noun. A sure thing. E.g.""It's a dead cert that the favourite will win."""
dead chuffed ;"Phrs. Extremely delighted. E.g.""I'm dead chuffed we've found a vaccine for the virus."" See 'dead' and 'chuffed'. [Northern use]"
dead from the neck up ;Phrs. Unintelligent, stupid.
dead heat in a Zeppelin race;"Noun. Large breasts on a woman. E.g.""Wow! Look at her, looks like a dead heat in a Zeppelin race."""
Dear John ;Noun. A letter, usually from a female, terminating a relationship.
de-bag ;Verb. To remove a persons trousers, usually without their consent. Usually adolescent behaviour. See 'bags' (noun).
deck ;"Verb. To physically knock down, to floor. E.g.""I decked him and got arrested for fighting."" [Orig. U.S.]"
Dee Dah;Noun. A person from Sheffield. Derogatory term, taken from the way they speak in Sheffield. [Yorks/Derbyshire use]
deek;"Noun. A look, a glance. E.g.""Give me a deek at your magazine."" [Yorkshire use/ North east use?]"
deep sea diver;Noun. A five pound monetary note (£5). Rhyming slang for fiver.
deep shit;Noun. Serious trouble.
deep throat ;Noun. Fellatio involving the envelopment of the penis using the depth of the throat.
;Verb. To fellate as in the manner of the noun, above.
deets ;"Noun. Details, information. Abb. of details. Occ. as deats. E.g.""I'll send you the deets by email."" [Mid 1980s]"
def;Adj. Excellent, outstanding, perfect. [Orig. U.S. black]
deffo ;Adj./Adv. Certainly, without doubt. Abb. of definitely. Also as defo. [Orig. Aust.?]
def (someone) out;"Verb. To ignore (someone). Possibly originally deaf out, so therefore to ignore by not listening. E.g.""I hate the way that she always defs me out when I say something."" [Midlands use]"
dekko ;Noun. A look or glance. From the Hindustani, dekho. [1890s]
Delhi belly ;Noun. A severe stomach upset. A common occurrence for Western travellers visiting countries of the East, such as India, hence the expression.
demic ;Noun. 1. A thing that is worn out or broken.
;2. A derogatory term for a person who is constantly sick, a hypochondriac, someone in obviously less than good health.
Derby (Kelly);Noun. Stomach. Cockney rhyming slang on belly and often abbreviated to Derby Kel. Also Darby Kelly. [Early 1900s]
desk pilot;Noun. An office clerk. Probably from 'fly a desk'.
Desmond;Noun. 1. A jacket. Rhyming slang on Desmond Hackett, the renowned Daily Express newspaper sports reporter.
;2. A university degree, grade 2.2. Abbreviation of Reverend Desmond Tutu, winner of the Nobel Peace Prize.
destroyed;Adj. Drunk, very intoxicated with alcohol or drugs.
devil dodger;Noun. A member of the church, or a strong believer in religion. [More commonly Navy use]
devil's dandruff;Noun. Cocaine.
dhoby;Verb. To wash, clean. Originally to do laundry, from the Hindu dhob meaning washing. Also dhobi, dobi, doby. [Services slang, mainly Navy use]
dhoby dust;Noun. Washing powder. See 'dhoby'.
diabolical ;"Adj. Bad, unpleasant, disgraceful, outragious. Frequently heard in the expression a diabolical liberty. E.g.""The food was OK, but the service was diabolical."""
dial ;Noun. A person's face.
diamond ;Noun. Wonderful, excellent. [Orig. London]
diamond geezer ;"Noun. A really wonderful man, helpful and reliable; a gem of a man. A commonly heard extension to 'diamond'. [Mainly London use]"
Dibble ;Noun. A policeman/woman. The name taken from the U.S. cartoon Top Cat, where the local policeman is called Officer Dibble. [N.W. England use.]
dibs ;"Noun. A claim. E.g.""I put dibs on tasting it first."""
;"Verb. To put a personal claim on something. E.g.""I made the cocktail so I dibs first taste."""
dicey ;Adj. Risky.
dick ;Noun. 1. The penis.
;2. A contemptible or foolish person.
dick around / about;"Verb. Mess around, idle away time. E.g.""Tim's been dicking about in the back yard with that bloody football again."""
dick breath;Noun. A contemptible or obnoxious person.
dickend;Noun. A contemptible person, an idiot.
dickfuck;Noun. An idiot, a contemptible person.
dickhead ;Noun. A stupid person, a contemptible person.
;Adj. Stupid, objectionable, annoying. Also dickheaded.
dicksplash ;Noun. A contemptible person. Cf. 'dicksplat'.
dicksplat ;Noun. A despicable person. Cf. 'dicksplash'.
dickwad;Noun. A contemptible person, idiot. [Orig. U.S.]
dickweed;Noun. A contemptible person.
dicky ;"Adj. Unsound, likely to fail, unhealthy. Also spelt dickey and dickie. E.g.""You can't seriously expect me to lift that box when you know I've got a dicky heart."""
dicky-bird ;"Noun. Rhyming slang for word. Usually heard in a negative sense. E.g.""We've not heard a dicky-bird from Andy since he moved."""
dicky bow ;Noun. A bow tie.
dicky dirt;Noun. A shirt. Cockney rhyming slang. [Late 1800s]
dicky fit;"Noun. An emotional outburst, a tantrum. Also dickie fit. E.g.""Don't even think about smoking Angela's last cigarette, she'll have a dicky fit."""
dick pic;Noun. A photograph that a man has taken of his penis, which is frequently to send to someone else without being requested.
diddicoy;Noun. A gypsy. Also as diddicoi and didicoi. [Orig. Romany/dialect]
diddies;Noun. 1. Women's breasts. [Scottish use]
;2. Gypsies. Abb. form of 'diddicoy'.
diddle ;Verb. 1. To have sex with, and often used with reference to masturbation of the female genitals.
;2. To swindle. {Informal}
diddly ;"Noun. Nothing. E.g.""There's diddly wrong with it."" [Orig. U.S.]"
diddly diddly music ;Noun. Onomatopoeic name for Irish folk music.
diddly-squat;"Noun. Nothing, zero. E.g.""Due to the pandemic I've earnt diddly squat this year."" [Orig. U.S.]"
diddy ;Adj. Small.
diddy ride;Noun. A masturbatory act involving the rubbing of the penis between a woman's breasts. Also diddyride. [N.Irish use]
diesel (dyke) ;Noun. A butch lesbian. A little less derogatory than 'bull-dyke'.
digby;Noun. An idiot, an imbecile. Possibly from Digby hospital, a mental health facility that closed in the mid 1980s. [Devon/Exeter use]
dig (the grave);"Noun. A shave. Rhyming slang. E.g.""Can you give me 10 minutes, I need to have a dig and clean my teeth."""
digs;Noun. Lodgings, accommodation. {Informal}
dildo ;Noun. 1. A substitute penis used for sex. [1600s]
;2. An objectionable or imbecilic person.
dilly-dally ;Verb. To dawdle, linger, loiter. {Informal}
dim;Adj. Unintelligent, dim-witted. {Informal}
dimbo ;Noun. An idiot, a fool. From 'dim'.
dimmock;Noun. An imbecile, an idiot. From 'dim'.
dimp ;Noun. The filter remnants of a smoked cigarette.
dimpsey;Noun. Dusk, twilight. [Devon use/dialect]
din-dins ;Noun. Dinner. Originally a children's expression.
ding-a-ling;Noun. Penis. Also as dingaling. [Orig. Black/U.S.]
dingbat;Noun. An idiot.
ding-dong ;Noun. An argument, commotion, fight. {Informal}
dinge queen ;Noun. A gay male attracted to black homosexuals. Essentially offensive term due to the use of 'dinge', meaning black. Cf. 'curry queen', 'pissy queen' and 'scat queen'.
dingle;Noun. A person from Burnley (Lancashire). Generally derog, and heard mainly in football circles, especially by rival Blackburn fans.
dingleberries ;Noun. Excrement that adheres to one's anal hairs. Cf. 'dangleberries'
dingus;Noun. 1. A thing or contraption whose name you have forgotten {Informal}
;2. A fool, an idiot, an objectionable person. [Orig. U.S.]
dingy;"Verb. To ignore (someone). E.g.""He thought they were friends but she dingied him and went off with someone else."" [Glasgow use]"
dinky ;Adj. Small, cute, neat. {Informal}
dinlo;Noun. An idiot, a contemptible person. Also as din and dinny. [Portsmouth use]
dip;"Verb. To pick pockets. E.g.""We dipped shoppers all Saturday and had enough cash by the evening to get drunk."" See 'dipping'."
dip one's wick ;Vrb phrs. Of males, to have sex.
dipping;Noun. The act of picking pockets. See 'dip' (verb).
dippy ;Adj. Silly, empty-headed.
dipshit ;Noun. A despicable person. Derog. [Orig. U.S]
dipso ;Noun. A drunk, an alcoholic. Abb. of dipsomaniac. Derog. [1940s] {Informal}
dipstick;Noun. A fool. Derog. [Orig. U.S.]
dirtbag;Noun. A worthless, contemptible person.
dirtbox;Noun. The anus.
dirty ;"Adv. A general intensifier. E.g.""There was a dirty great big spot on the end of his nose."""
dirty-mac ;Noun. A worn or decrepid long raincoat or mackintosh, the sort stereotypically worn by men with a prediliction for exposing their genitals in public. See 'dirty mackintosh brigade'.
dirty mackintosh;Noun. See 'dirty-mac'.
dirty mackintosh brigade;Noun. Collectively, perverts or those who indecently expose themselves. Cf. 'long mackintosh brigade'.
dirty pillows;Noun. Women's breasts.
dirty stop-out;Noun. A person who has stayed out enjoying themselves beyond the expected time of return. Jocular usage.
dirty weekend ;Noun. A liberating weekend away from home for the indulgence in intimacies, either sexual or otherwise, with one's lover. {Informal}
dischuffed ;Adj. Displeased. Cf. 'chuffed'.
disco biscuit;Noun. An ecstasy (MDMA) pill. Within the UK club scene it was originally a specific type of ecstasy pill, however, in the U.S. in the 1970s disco biscuits were qualudes. [Early 1990s]
E ;Noun. Abb. of ecstasy, see below.
eager-beaver;Noun. An enthusiastic person.
earache ;Noun. Incessant complaining or talking.
ear bash ;Verb. To talk unceasingly.
ear bashing ;"Noun. A severe reprimand. E.g.""She gave me a real ear bashing for embarrassing her in front of her friends."""
earful ;"Noun. Enough of hearing something or someone. E.g.""I've had an earful of you, moaning on about how poor you are when I know you've got money saved in the bank."""
(it's) early days;"Phrs. Too soon to know whether a situation is correct or how things will turn out. E.g.""It's early days. We can't possibly know if the war in Iraq will change the country for the better."" [Informal]"
early doors;Adj. Early, premature.
earner ;Noun. A profitable job or enterprise.
Eartha (Kitt) *;Noun. 1. An act of defecation.
;2. Excrement.
;* Rhyming slang on 'shit'. Eartha Kitt, American singer.
earwig ;"Verb. To eavesdrop. E.g.""If you heard things said about you that you didn't like, then you shouldn't be earwigging into conversations."""
easy pink;Noun. Vaginal sex. Expression often used in conjunction with the terms difficult brown or tight brown, referring to anal sex. Euphemistic and based on references to the game of snooker.
easy ;Adj. Sexually consenting with little encouragement.
easy-peasy ;Adj. Very easy. Usually a children's expression.
easy touch ;Noun. A person easily exploited financially.
eat ;Verb. A euphemism for fellatio or cunnilingus.
eating irons ;Noun. Cutlery.
eat out;Vrb phrs. To perform cunnilingus.
eat shit! ;Verb. Expression of extreme annoyance. A dismissive and abusive term as in 'get to fuck' or 'piss off'. [Orig. U.S.]
eat the head off (someone) ;Vrb phrs. To verbally attack (someone), to tell off (someone), to speak sharply (to someone). [Irish use]
'eck as like;"Exclam. Used as a denial in phrases such as ""did I eck as like!"", ""will he eck as like!"" etc. Actually stands for heck as like.[Midlands / Northern use]"
ecky;Noun. The drug MDMA, Ecstasy.
ecky thump !;Exclam. An exclamation of surprise or shock. Often used to mock the Northern dialects of Lancashire and Yorkshire.
eco warrior ;Noun. An ecological activist.
ecstasy ;Noun. The drug MDMA. Popular in Britain from the late 1980s and was essential in the early development of the British 'House' and 'Techno' music scene.
eddress ;Noun. The email equivalent of an address. [1996?]
E'd up ;Adj. Intoxicated by MDMA.
Ee bah gum!;Exclam. Expressing surprise or wonderment. Mimicked by many as the archetypal Yorkshire phrase. Also ee by gum. [Dialect/Yorks & Lancs use]
eejit ;Noun. An idiot. Originally Anglo-Irish pronunciation of idiot.
eff all;Noun. A euphemism for 'fuck-all'.
effing ;Adj./Adv. A euphemism for 'fucking'.
effing and blinding ;"Noun. Using obscenities such as expletives, usually in annoyance. See 'effing'. E.g.""I've never seen him so angry, effing and blinding despite being a vicar."""
effing and jeffing;Noun. Meaning the same as 'effing and blinding'.
eff off;Exclam. Go away. Euphemism for 'fuck off (!)'.
egg (and spoon);Noun. A black person. Cockney rhyming slang on 'coon'. Offens.
egg banjo;Noun. A fried egg sandwich. See 'banjo' (noun). [Orig. military use?]
egg chasers;Noun. Rugby players. From the egg shaped ball. Derog.
egghead ;Noun. 1. An intelligent person, an intellectual person. {Informal}
;2. A person who is bald.
egg on one's chin;Phrs. See 'have egg on one's chin'
eggy;Adj. Slightly annoyed, irritated.
Egyptian P.T.;Noun. Sleep, rest. P.T., an abbreviation of physical training. [Mainly military use]
eh up! ;Exclam. Hello. An informal greeting similar to hi or alright. Cf. 'ay-up'.
elbow grease ;"Noun. Manual hard work. E.g.""We'll never get this finished unless you put some elbow grease into that job!"""
elephant's (trunk);"Adj. Drunk, intoxicated with alcohol. Rhyming slang on elephant's trunk. E.g.""God I was well elephants last night at the party."""
elevenses ;Noun. A mid to late morning drink, approximately taken at 11 o'clock. {Informal}
Emma (Freud);Noun. Haemorrhoids. From the rhyming slang on Emma Freuds, broadcaster, writer, and daughter of Sir Clement Freud. 
emmet ;Noun. A tourist. Derogatory term meaning ant. Cornish use, expressing their annoyance and frustration at the numerous visitors to the county, especially during the summer months when their presence is seen as a hinderence to the locals.
emo;Adj. Emotional.
;Noun. Of or belonging to a genre of emotional rock music. [Orig. U.S.]
end of!;"Exclam. Said to emphasize that there is no more to add on the subject just discussed. E.g.""If you don't wear a face mask during this pandemic, you're part of the problem. End of!"" {Informal}"
endz;"Noun. An area, or place. Also as ends. E.g.""What endz you from? I'm from Canning Town"" [London/Black use]"
eppy ;Noun. Short for epileptic fit, however used to mean a furious uncontrollable outrage in the expressions 'throw an eppy' or 'have an eppy'. Also spelt eppie.
erk;Noun. An insignificant person, and general term of contempt. [Orig. military use]
Essex girl;Noun. Stereotypically describing a female from the county of Essex, or a female of the style of an 'Essex girl'. Characteristics may include being working class, sexually promiscuous, fashion conscious, heavily drinking, confident and of low morals. Derog.
evatch;Verb. To have. Backslang.
evils;"Noun. A hateful look. Popularized by the character named Vicky Pollard in the British comedy TV series Little Britain. E.g.""Stop givin' me the evils, you're scaring me."" [2003]"
exactamundo;Adv.Exactly right, correct. Also exactimundo and exactomundo. [Prob. orig U.S.]
expat;Noun. An expatriate. {Informal}
extract the Michael ;"Vrb phrs. To tease or ridicule. A play on words, derived from 'take the Mickey'. E.g.""If he doesn't stop extracting the Michael I'll report him to the manager."""
extract the urine ;Vrb phrs. Meaning the same as 'extract the Michael', a pun on 'take the piss'.
eyeful ;"Noun. A good look. E.g.""Get an eyeful of that idiot on the dancefloor."" {Informal}"
eyes like a shithouse rat;Phrs. Describing a person with very sharp, observant eyesight.
eyes like piss holes in the snow;Phrs. 1. Tired, deep sunken eyes.
;2. Small eyes.
Eyetie ;Noun. An Italian. Offens.
fuck (!);Verb. 1. To copulate. [1500s]
;"2. To tire out, to break, to ruin, to destroy. E.g.""You've fucked the engine by keeping the revs too high for too long."""
;Exclam. An exclamation of annoyance, frustration or surprise.
;"Noun. 1. Sexual intercourse. E.g.""She was really beautiful, I was drunk, the bar was about to close and I didn't want to go home alone, so I asked her for a fuck."""
;2. A contemptible person.
;"3. A sexual partner. E.g.""He's a really good fuck."""
;"4. Used as an intensifier to express anger, annoyance, frustration etc., such as what the fuck, who the fuck, how the fuck, get the fuck etc. E.g.""What the fuck do you think you're doing?"""
fuckable ;Adj. Sexually desirable.
fuck about/around ;"Verb. To mess about, to idle away time, to waste time. The about may be substituted by around. E.g.""There was no time for fucking about, we had to get to the airport to catch our flight home."""
fuck a duck! ;Exclam. An exclamation of surprise.
fuck-all ;"Noun. Nothing. E.g.""I had fuck-all to do, so I watched that new BBC sitcom instead."""
fuck-all else;"Noun. Absolutely nothing. E.g.""There's fuck-all else to do around here but get drunk."""
fuck-all squared;Noun. Absolutely nothing. [N. Ireland use]
fuck around;See 'fuck about/around'.
fuckathon;Noun. A prolonged session of sexual intercourse.
fuck-book ;Noun. A pornographic magazine or book.
fuck buddy;Noun. A friend with whom one has sex, but without any of the expected or associated obligations such as sexual commitment. [Orig. U.S.]
fucked off ;Adj. Utterly dejected, miserable or annoyed.
fucked up ;Adj. 1. Ruined, broken.
;2. Distressed, mentally disturbed.
fucker ;Noun. 1. A contemptible person.
;2. A person or thing. Used loosely when perhaps the person/thing is unknown to the user, and occasionally affectionate use.
;"3. An annoying or disappointing occurrence. E.g.""Crashing my car was a real fucker."""
fuck-face ;Noun. A despicable or contemptible person.
fucking ;"Adj./Adv. A general intensifier. E.g.""That fucking idiot deserves what he got, a black eye."""
;Noun. An act of sexual intercourse.
fucking hell! ;Exclam. An exclamation similar to 'fuck!' (exclam). Most likely to be heard as fuckin'ell.
fucking Nora!;Exclam. Used to express annoyance, surprise etc.
fuck it! ;Exclam. A general dismissive exclamation.
fuck knows (!);"Phrs. I don't know, it's unknown. E.g.""Fuck knows why I always watch the news on TV, because afterwards I always end up depressed."""
fuckload ;"Noun. A large amount of something. E.g.""There's a fuckload of washing up to do after last night's meal."""
fuck me (!) ;Exclam. An exclamation of surprise or amazement.
;"Adj. Inviting sexual attention; usually said of clothes and occasionally eyes. E.g.""She looked across the room with those fuck me eyes, how could I resist! And that short fuck me dress really topped it off."""
fuck me backwards!;Exclam. Expressing surprise.
fuck me ragged!;Exclam. Expressing surprise.
fucknugget;Noun. An idiot, contemptible person. Also as fuck-nugget. [Orig. U.S.]
fuck-nut;Noun. An idiot, a contemptible person. Also as fucknut.
fuck off (!);"Verb. 1. To go away, to leave. E.g.""Bob felt sick and fucked off home after the show, but we went on to a strip club."""
;"2. To disregard, to discard, to end, to reject. E.g.""I'm definitely fucking off my job next week, 6 months travelling in Asia beckons."""
;"3. To anger or annoy. E.g.""He's really fucking me off with his moaning."""
;Exclam. Used either aggressively, in a sense of go away, or with a lighthearted slant such as don't be stupid.
;"Adj. Powerful, imposing. E.g.""This big fuck off bloke came up and punched me, just for talking to his girlfriend!"""
fuckpig ;Noun. 1. A contemptible person. Also fuck-pig. [Orig. U.S.]
;2. Exclam. Expressing anger.
fucksocks!;Exclam. Expressing surprise or anger.
fuck someone's brains out ;"Vrb phrs. To copulate vigorously and with enthusiasm. E.g.""She was hot! I fucked her brains out for 3 hours."""
fucktard;Noun. A contemptible, idiotic person. Probably a combined form of fucking retard. [Orig U.S.]
fuck the arse off (someone) ;"Vrb phrs. Essentially meaning the same as 'fuck someone's brains out'. Not necessarily intimating anal intercourse. E.g.""The night we first met I fucked the arse off him and he came back for more the next day."""
;
;* The elements ..the arse off are often added to verbs as a general intensifier, such as 'bore the arse off'.
fuck this for a game of soldiers!;Exclam. See sod this for a game of soldiers.
fuck this for a lark!;Exclam. See sod this for a lark.
fuck up ;Verb. To mess up, or 'to have fucked up' meaning to have messed things up severely. 'To be fucked up' would announce one's poor state of mental or physical health.
;"Noun. 1. A shambles. E.g.""My wedding day was a total fuck up, right from when I was found groping one of the bridesmaids."""
;2. An inept person.
fuckwit ;Noun. An idiot.
fuck with someone / something ;"Vrb phrs. To bother with, to become involved with, to interfere with. E.g.""Don't fuck with me, just get back in your car and leave town."""
fuckwittery ;"Noun. Foolish, idiotic behaviour. From 'fuckit'. E.g.""Is it any wonder the business is failing with all this fuckwittery?"""
fuck you! ;Exclam. An exclamation of anger, defiance, or contempt.
fud ;Noun. The female genitals. [Scottish use]
fuddle;Noun. 1. A confused state, a muddle.
;"2. An intoxicated state. E.g.""He was in a fuddle so we stopped him driving home and made him sleep at ours."""
;3. An informal event or party, often based around a food, such as a buffet or picnic. [East Midlands/Yorkshire use]
fuddled;Adj. 1. Muddled
;2. Drunk.
fudge nudger;Noun. A homosexual male. Derog.
fudge packer;Noun. A homosexual male. Derog.
fugly;Adj. Very ugly. A combination of the words fucking ugly. Also as fuggly. [Orig. U.S.]
(the) full monty;"Noun. The complete amount. The Monty is also spelt with a capital M. E.g.""No we didn't do the full monty but I think next time I can persuade her."" See associated article the full monty."
full nine yards;Phrs. The complete amount. Less common variation on 'the whole nine yards'. Much speculation as to its origins but essentially unknown. [Orig. U.S.]
full of beans ;Phrs. Full of energy and enthusiasm. {Informal}
full of crap ;Phrs. Talking nonsense, mistaken, lying, exaggerating.
(be) full of it ;Phrs. 1. Be full of energy, excitement, enthusiasm. {Informal}
;2. Talking nonsense, lying, exaggerating. Short for 'full of shit' or 'full of crap'.
full of shit ;"Phrs. Mistaken, exaggerating, talking nonsense. E.g.""I'm not listening to you anymore, you're full of shit and everything you say is a lie."""
full screw;Noun. A corporal in the army. [Army use]
full whack;Phrs. The maximum price or rate. Cf. 'top whack'. {Informal}
fumble;"Noun. Sexual foreplay, with the implication of clumsy groping and fondling. E.g.""We had a fumble in the car outside her parent's house."""
;"Verb. To fondle or grope sexually. E.g.""The dark periphery of the club was full of couples fumbling."""
fun-bags;Noun. Women's breasts.
fundy;Noun. A fundamentalist, a devout religious follower. Also as fundi, and fundie.
funky ;Adj. 1. Of music, earthy, bluesy and very rhythmic.
;2. Exuberantly fashionable.
funny business ;Noun. Misbehaviour or deception.
funny-farm ;Noun. A mental institution.
funny tummy ;Noun. An upset stomach. Occ. shortened to funny tum.
funny turn ;Noun. A sudden period of feeling unwell, perhaps with faintness, dizziness or queasiness. {Informal}
fur-burger ;Noun. The female genitals with particular allusion to pubic hair. Also as furburger.
fur coat and no knickers;Phrs. Of a woman, all appearance and nothing beneath, no substance. Derog.
fur pie ;Noun. The female genitals, inclusive of pubic hair.
furry cup;Noun. The vagina.
furry muff !;Exclam. That's reasonable! A pun on fair enough. Cf. 'fairy snuff'.
(the) fuzz ;Noun. The police, as an organisation. [Orig. U.S. 1930s]
fwap;"Verb. To masturbate. E.g.""Why should you feel guilty about fwapping whilst thinking about your best friend's mother?"""
;Noun. An act of masturbation.
f-word ;Noun. A euphemism for 'fuck'. Cf. 'c-word'.
g ;Noun. 1. A gram.
;2. A thousand, from 'grand' (noun).
gab ;Verb. To chatter, talk. {Informal}
gabby ;Adj. Talkative. {Informal}
gadge;Noun. A male, often with respect to older men. Variations include gadgy and gadgie. Poss. from Romani gadje, a non-Roma/Romani person. [Mid 1800s/ Mainly Scottish/ Northern use]
gaff ;"Noun. 1. Place of residence or work. E.g.""My gaff is just around the corner."" [1930s]"
;"2. Place. E.g.""It was all over the gaff but at least I had a week to clean it up."""
gaffer ;Noun. The boss.
gaga ;Adj. Insane, just a little crazy.
gagging (for something) ;"Phrs. To have an extreme desire for something. E.g.""I'm gagging for a night of vigorous, sweaty, dancing."""
gagging for it ;Phrs. Eager for sex.
gak;Noun. Cocaine. [Mainly London use]
galloping knob-rot;Noun. Severe, uncontrolled venereal disease. Cf. 'knob-rot'.
gallus;Adj. Of a person, bold, self-confident, cheeky, mischievous. [West Scotland/Glasgow use]
galoot ;Noun. An ungainly and often unrefined person. Usually affectionate usage.
gam ;"Noun. A leg, especially a woman's. Usually in the plural. E.g.""She had the most beautiful gams I've ever seen."""
gamahuche *;Noun. An act of oral sex: fellatio or cunnilingus.
;Verb. To perform oral sex.
;* also as gamahouch, gamaroosh, gamarouche.
game on!;Exclam. Expressing excitement and anticipation of an event, or at the start of a competitive event.
gammy ;"Adj. Injured, painful or septic. Usually applied to a body-part. E.g.""My leg's gone gammy since that fall last week."""
gan;"Verb. Go. E.g.""Are you gannin' down the pub tonight?"" [N.E./Cumbria use. Dialect]"
gander ;"Noun. A look, a glance. E.g.""Will you have a gander at my job application letter, and check it for spelling mistakes?"""
Gandhi's flip-flop;Noun. A very dry environment. Used in phrases like my mouth is like Gandhis flip-flop. Other parts of one's anatomy that are likened to Gandhi's flip flop include the throat or tongue. 
Gandhi's revenge;Noun. A stomach upset, and subsequent diarrhoea.
gang-bang ;Noun. Copulation with an individual by a group.
ganja ;Noun. Marijuana. [Orig. W.I.]
gannet ;Noun. A greedy person.
gansie ;Noun. A pullover, jumper, woollen sweater, cardigan. A variant of Guernsey, the Channel Island. Also as gansy, ganzie, ganzy, ganzee, ganzey. [Mainly Northern use]
gaping axe wound;Noun. Vagina, female genitals. Cf. 'axe wound' & 'hairy axe wound'.
garden (gate);Verb. To orally, sexually stimulate the penis, to fellate. Rhyming slang on 'plate', not fellate. See 'plate'.
Gareth Hunt;Noun. A contemptible person. Rhyming slang on 'cunt'. Gareth Hunt, English actor, most famous for his role in The New Avengers television series in the late 1970s.
garm;Noun. Clothes. Abb. of garments. [Mainly black use?]
garrity;Adj. Mad, crazy, angry. [South-east use]
gary ;"Noun. A tablet, usually the drug MDMA. A shortening of the rhyming slang Gary Ablet; the name of a professional English footballer. [Orig. Liverpool]"
garyboy;Noun. A male who drives a sporty car. The vehicle is usually noticeable by its sporty appearance and souped up engine. Cf. with 'boy-racer'. [E.Anglia/ Norfolk/ Essex/ Suffolk use]
Gary Glitter ;Noun. The anus. Rhyming slang for 'shitter'. Gary Glitter, British pop singer/musician in the 1970s.
gas;"Verb. To chat, talk incessantly. E.g.""We spent the whole night gassing about the old days and didn't get to bed until 5am."""
gash ;Noun. 1. The vagina.
;2. Women viewed as sexual objects. Offens/derog.
;"3. Nonsense. E.g.""Don't talk gash, it's all lies."""
;4. Rubbish, useless things.
;"5. Something going spare, extra, in excess of requirements. E.g. ""If that's all gash, then I'll have a second helping, I'm starving."" [Mainly Armed Forces use]"
gasper;Noun. A cigarette. [Early 1900s]
gasping ;"Verb. To be desperate for something. E.g.""I'm gasping for a good night out, and a drunken few hours dancing in a club surrounded by gorgeous females."""
gassed (up) ;Adj. Drunk, intoxicated with alcohol.
gast one's flabber ;"Vrb phrs. To astound, to amaze, to confound. A pun on 'flabbergast'. E.g.""What a performance! They totally gasted my flabber."" Cf. 'flabber one's gast'."
gast was flabbered ;"Phrs. Astounded, amazed. A pun on 'flabbergast'. E.g.""It's been a while since my gast was flabbered."" Cf. 'gast one's flabber' and flabber one's gast'."
gatted;Adj. Drunk, intoxicated.
gavver;Noun. A policeman/woman. [Kent use/ Orig. Romany]
gawm ;"Noun. Heed, notice, attention. E.g.""That boy's got no gawm so you need to keep an eye on him."" Also as gaum and gorm. [Dialect]"
gawp ;Verb. To stare obtrusively. {Informal}
gay ;Noun. A homosexual male and occasionally used for such females. The word, once derogatory, has been reclaimed by the 'gay' community and is an accepted term for homosexuals. However the term is still heard used in a perjorative sense. 'Gay' is now considered standard English.
;Adj. 1. Homosexual in nature.
;2. General disparaging term.
gayarse;Noun. 1. A homosexual male. Derog.
;2. A contemptible person.
gay as a goose;Phrase. Very evidently homosexual.
gay-boy ;Noun. A homosexual male. Derog.
Gaychester ;Noun. Nickname for Manchester with its ever-growing and popular gay scene. Along with 'Gunchester' and 'Madchester', these puns tend to be journalistic pseudonyms. [Early 1990s]
gaydar;Noun. The ability, intuitive or otherwise, of a person to know when another person is homosexual. A play on the words gay and radar.
gaylord;Noun. A homosexual male.
gayrage;"Noun. Derogatory term for the UK garage music scene; a play on the words garage and gay."
gays on trays;Noun. Snowboarders. Mainly used by skiers. Cf. 'pricks with sticks'.
gazump ;"Verb. 1. In property sales, to offer a higher price that makes the seller unethically drop the original agreed buyer. E.g.""There's too much gazumping in the local housing market."""
;"2. To take over, to usurp, take possession of. E.g.""Manchester City are resigned to losing out after their rivals gazumped them in the transfer market."""
gazunder ;Noun. A chamber pot. Named so because it goes under the bed. Somewhat archaic due to homes having internal toilets.
gazungas ;Noun. Female breasts.
GBH of the ear hole;Phrs. Excessive noise, often used with reference to incessant complaints or talk. GBH, an abbreviation of the legal term, grievous bodily harm.
gear ;"Noun. Illicit drugs. E.g.""Andy said he'd bring over some gear for the party, that's if he hasn't already taken it all."""
gee;Noun. Vagina.
gee-gees;Noun. Horses. Usually children and gambler's use. {Informal}
geek ;Noun. An intelligent but socially inept person. Derog.
